0.0173840746 0.0173840746 0.0173840746 0.0173840746 0.0173840746 14.7343747068 0.0173840746 50.5236018767 0.0173840746 0.0173840746 3.0788225267 0.0173840746 5.5251676421 95.2176858625 318.0246518330
0.0173840746 0.0173840746 14.9880167335 5.7206063378 5.7206063378 0.0173840746 8.8977052850 0.0173840746 0.0173840746 6.4407705687 2.0067655386 0.0173840746 23.0775320204 0.0173840746 339.2870697753
5.9940889534 277.4356484990 69.1706221594 0.0173840746 0.0173840746 41.3043174743 0.0173840746 0.0173840746 24.2508161738 0.0173840746 15.9435335857 0.0173840746 18.3440926062 2.7670485072 9.9462887127
15.6318796723 284.4812232487 14.5192575559 0.0173840746 0.0173840746 0.0173840746 0.0173840746 0.0173840746 57.5132031147 0.0173840746 9.4145352790 0.0173840746 31.7134890202 0.0173840746 9.8481006316
0.0173840746 18.6376752064 249.9980157957 0.0173840746 0.0173840746 64.6803224954 0.0173840746 46.0180279373 0.0173840746 0.0173840746 4.4994227918 12.3125803805 30.7430846203 0.0173840746 26.2499433696
12.9250425827 1.7969646591 0.0173840746 0.0173840746 0.0173840746 9.7206995516 0.0173840746 0.0173840746 10.2531136094 0.0173840746 0.0173840746 27.1935155514 0.0173840746 248.2149684936 0.0173840746
0.0173840746 36.2563282547 23.5702189170 33.4766325103 33.4766325103 74.4031101030 0.0173840746 59.4938644120 48.3597616467 0.0173840746 0.0173840746 130.2536404120 110.2258926193 7.5941551832 7.0809882524
0.0173840746 209.3604610119 61.7920213013 0.0173840746 0.0173840746 46.4615325103 47.5399393730 0.0173840746 0.0173840746 0.0173840746 99.4204059393 136.8272828599 98.4599362125 6.2702764213 19.0246010421
113.4216478588 247.3567997840 68.9988669712 0.0173840746 0.0173840746 0.0173840746 1.4409818709 18.3840045938 0.0173840746 0.2462075122 75.9951170108 0.0173840746 0.0173840746 0.0173840746 41.2954469952
11.4525136614 0.0173840746 0.0173840746 0.0173840746 0.0173840746 0.0173840746 0.0173840746 181.9424621013 0.0173840746 0.0173840746 0.0173840746 18.0736269542 59.2879105528 0.0173840746 200.3304071035
25.9535091447 0.0173840746 0.0173840746 9.4573489818 9.4573489818 28.8464013691 0.0173840746 183.1345724561 0.0173840746 0.0173840746 0.0173840746 145.2900540023 0.0173840746 0.0173840746 7.9824535867
20.7680710871 0.0173840746 25.0825689749 19.4090899371 19.4090899371 76.6709442842 3.2858555753 10.2846553007 0.0173840746 0.0173840746 0.0173840746 289.1063228347 16.8845223050 66.2727205101 0.0173840746
120.0782499395 14.4986956605 110.5197228525 0.0173840746 0.0173840746 21.4080209566 0.0173840746 0.0173840746 0.0173840746 0.0173840746 0.0173840746 13.9240358917 5.6755791469 0.0173840746 0.0173840746
21.1082855516 0.0173840746 4.4096485430 0.0173840746 0.0173840746 0.0173840746 0.0173840746 5.8735453060 0.0173840746 0.0173840746 6.6420533754 48.5748489631 6.6886599961 111.8954318792 8.9465989827
0.0173840746 0.0173840746 0.0173840746 0.0173840746 0.0173840746 10.7169071775 88.1518954745 13.1305342380 2.7650042109 0.0173840746 195.4524056600 17.0888463355 16.8160954260 0.0173840746 0.0173840746
31.9489934719 0.0173840746 0.0173840746 0.0173840746 0.0173840746 43.1536818085 0.0173840746 0.0173840746 0.0173840746 0.0173840746 0.0173840746 143.7469605290 0.0173840746 6.2199004891 0.0173840746
0.0173840746 0.0173840746 0.0173840746 0.0173840746 0.0173840746 14.9356509721 0.0173840746 0.0173840746 111.3857814703 0.0173840746 0.0173840746 175.1944494207 195.8170630058 147.7539755043 0.0173840746
0.0173840746 12.6296331682 14.2730383218 0.0173840746 0.0173840746 0.0173840746 0.0173840746 34.4027370651 0.0173840746 14.5146283960 1.6805450744 8.6529372245 316.0198405914 19.1092504921 4.8738463381
0.0173840746 0.0173840746 400.2966300031 0.0173840746 0.0173840746 0.0173840746 0.0173840746 37.7059161618 2.4899655650 0.0173840746 1.4343853048 16.9322822516 6.7716869620 49.4908222740 0.0173840746
0.0173840746 6.1707403182 47.5118481792 0.0173840746 0.0173840746 20.6623648090 0.0173840746 7.9237258761 0.0173840746 1.6177198242 64.7618711115 21.7183724788 6.0530224480 33.7367916267 0.0173840746
